Make,Colour,Odometer (KM),Doors,Price
Ford,yellow,86326,6,"$97,328"
Volvo,olive,88501,2,"$63,207"
FIAT,aqua,25898,5,"$85,883"
Chevrolet,black,18307,5,"$9,117"
Chevrolet,yellow,33325,2,"$79,517"
Ford,olive,36233,5,"$62,646"
Toyota,purple,23238,4,"$17,768"
Chevrolet,yellow,54101,2,"$70,501"
Dodge,lime,18993,7,"$92,007"
Volkswagen,green,26162,6,"$28,743"
Ford,blue,57598,6,"$59,514"
Nissan,gray,99360,7,"$66,237"
Chevrolet,lime,34768,7,"$20,371"
Lexus,black,43429,5,"$39,785"
Chevrolet,aqua,90882,3,"$54,979"
BMW,maroon,40661,6,"$26,538"
GMC,white,60097,4,"$95,803"
Alfa Romeo,green,44146,2,"$81,914"
Cadillac,navy,7972,4,"$5,339"
FIAT,blue,81932,2,"$48,691"
Nissan,blue,53323,2,"$74,574"
Toyota,gray,55840,4,"$61,749"
Ford,aqua,18112,3,"$81,622"
Lexus,aqua,66514,3,"$99,054"
Acura,fuchsia,62585,2,"$2,510"
Toyota,silver,43760,6,"$50,514"
MINI,silver,35725,3,"$67,105"
Mitsubishi,black,28327,3,"$64,524"
Toyota,olive,47004,4,"$73,283"
Ford,navy,57777,7,"$40,594"
Ford,purple,86675,7,"$22,304"
Land Rover,olive,85131,4,"$30,003"
Dodge,blue,21182,2,"$37,392"
Lexus,olive,69114,3,"$78,526"
Chevrolet,gray,20999,7,"$72,858"
Dodge,navy,67048,5,"$52,562"
Lexus,navy,83770,5,"$82,990"
Honda,gray,66326,4,"$37,919"
GMC,maroon,23333,3,"$21,446"
Ford,white,21540,2,"$19,438"
Volvo,yellow,10364,6,"$98,287"
Audi,purple,95729,3,"$68,983"
Jaguar,blue,32460,4,"$41,300"
Chrysler,teal,12706,7,"$53,879"
Chevrolet,gray,52086,7,"$76,015"
Volkswagen,blue,78159,6,"$32,456"
Lexus,navy,14780,4,"$74,342"
Saab,white,73682,4,"$16,773"
Honda,navy,8145,2,"$14,806"
Kia,black,69088,3,"$73,160"
Pontiac,green,32907,3,"$80,115"
Mercedes-Benz,olive,97051,6,"$41,865"
BMW,fuchsia,22366,7,"$43,748"
GMC,gray,79925,4,"$12,534"
Chevrolet,yellow,37333,6,"$68,938"
Acura,blue,96777,2,"$75,261"
Chevrolet,white,6115,6,"$34,851"
Porsche,olive,36013,5,"$45,775"
Buick,maroon,42181,3,"$11,883"
Audi,lime,11488,6,"$42,320"
Volvo,gray,93225,4,"$69,241"
Lexus,olive,81821,4,"$44,067"
Ford,black,89874,6,"$35,444"
GMC,black,7596,5,"$3,477"
Chevrolet,olive,25463,4,"$10,578"
BMW,olive,85738,6,"$76,785"
Lexus,black,53250,6,"$47,656"
Honda,yellow,10526,4,"$56,245"
Saab,aqua,89325,4,"$43,954"
Chevrolet,teal,84523,4,"$34,308"
Toyota,aqua,13000,6,"$23,713"
Kia,maroon,4162,7,"$73,414"
Mercedes-Benz,olive,89170,7,"$10,296"
Volvo,yellow,53457,3,"$12,506"
Porsche,maroon,46627,5,"$6,398"
Mitsubishi,yellow,74164,3,"$79,985"
Ford,lime,34771,5,"$75,872"
Volkswagen,black,28473,4,"$92,112"
Pontiac,aqua,47594,3,"$94,532"
Mercedes-Benz,maroon,80195,3,"$53,811"
Dodge,gray,67241,2,"$79,290"
Honda,white,10892,6,"$77,644"
Dodge,olive,94099,7,"$68,389"
Buick,gray,25086,4,"$62,784"
MAZDA,green,24806,6,"$1,197"
Hyundai,black,52103,3,"$58,428"
Lexus,maroon,67787,5,"$59,806"
Audi,maroon,69946,5,"$45,133"
Lincoln,aqua,7517,7,"$77,796"
Nissan,purple,26103,2,"$37,887"
Chrysler,fuchsia,86798,7,"$19,007"
Nissan,silver,12944,2,"$26,972"
Nissan,black,32145,3,"$79,707"
Lincoln,aqua,28014,2,"$31,495"
Maserati,maroon,95612,4,"$35,809"
Maybach,maroon,40623,3,"$98,069"
Nissan,teal,35849,6,"$27,675"
Land Rover,teal,82192,6,"$41,144"
MINI,silver,46544,2,"$67,556"
Chrysler,white,74215,7,"$23,795"
Lexus,lime,19825,4,"$25,538"
Saturn,navy,68241,6,"$2,072"
Porsche,white,76685,3,"$61,112"
Chevrolet,maroon,18859,2,"$14,525"
Honda,black,77598,7,"$14,288"
Chevrolet,olive,98007,7,"$4,532"
MINI,olive,39675,5,"$64,489"
Chrysler,silver,47727,7,"$25,886"
Oldsmobile,blue,76235,2,"$44,192"
Dodge,fuchsia,16646,3,"$54,545"
Dodge,blue,21911,6,"$26,467"
Mercedes-Benz,purple,54992,7,"$45,061"
Maserati,navy,26997,5,"$73,525"
Kia,yellow,65662,4,"$57,860"
Nissan,gray,42401,3,"$48,647"
MAZDA,blue,30192,2,"$84,491"
Chevrolet,gray,36225,5,"$83,890"
Chevrolet,maroon,99389,7,"$55,899"
Dodge,blue,50262,2,"$46,828"
Nissan,green,34413,2,"$64,769"
Honda,purple,87446,2,"$59,451"
Alfa Romeo,purple,74115,6,"$93,836"
Chevrolet,silver,11947,5,"$46,197"
Toyota,teal,6864,2,"$91,943"
GMC,fuchsia,84556,2,"$66,318"
Audi,fuchsia,21902,5,"$39,036"
Hyundai,purple,74042,5,"$16,034"
Volkswagen,purple,74394,6,"$9,814"
Ram,blue,33543,6,"$19,182"
Chevrolet,gray,45483,3,"$17,547"
Daewoo,purple,36271,7,"$57,984"
Jeep,white,51999,7,"$95,301"
Nissan,navy,68847,7,"$70,158"
Volvo,purple,60187,4,"$46,193"
smart,silver,19288,5,"$88,723"
Mercedes-Benz,purple,67801,6,"$15,054"
GMC,navy,64236,4,"$90,258"
Jaguar,purple,85273,3,"$14,970"
Nissan,fuchsia,95264,6,"$22,433"
HUMMER,aqua,17979,2,"$28,839"
Buick,yellow,7130,7,"$74,734"
Freightliner,teal,24212,7,"$7,998"
Kia,purple,44298,7,"$16,267"
Mercedes-Benz,white,27958,3,"$27,010"
Lotus,teal,19213,4,"$65,658"
Nissan,aqua,26356,4,"$46,026"
GMC,navy,16867,4,"$84,504"
Chevrolet,yellow,62399,3,"$29,881"
Land Rover,olive,19336,2,"$86,461"
GMC,lime,31642,7,"$39,505"
Dodge,silver,2751,4,"$14,381"
Oldsmobile,aqua,44219,4,"$33,329"
Eagle,green,13360,2,"$40,016"
Mitsubishi,white,32407,3,"$56,956"
Chrysler,maroon,94650,5,"$62,783"
Volkswagen,olive,34924,6,"$23,292"
Ford,gray,48374,7,"$83,373"
Honda,black,63016,5,"$83,502"
GMC,white,67245,3,"$48,769"
Nissan,black,96280,4,"$84,214"
Chevrolet,green,71623,6,"$63,791"
Chrysler,aqua,87138,2,"$27,517"
Nissan,navy,52759,3,"$76,283"
Ford,white,38708,2,"$49,582"
Toyota,yellow,60481,5,"$29,243"
Alfa Romeo,maroon,43005,2,"$88,618"
Ford,fuchsia,20812,6,"$52,516"
Ford,maroon,24398,2,"$81,762"
Lexus,purple,78762,7,"$70,940"
Pontiac,purple,31183,5,"$21,784"
Acura,aqua,99584,3,"$13,224"
GMC,aqua,24756,5,"$9,186"
Ford,lime,16279,5,"$23,033"
Nissan,purple,62386,3,"$99,723"
Nissan,gray,89026,5,"$17,791"
MAZDA,green,31125,7,"$58,613"
Subaru,purple,61677,6,"$15,152"
Toyota,fuchsia,1739,2,"$56,294"
INFINITI,lime,10433,2,"$54,970"
Acura,gray,20425,7,"$4,483"
Dodge,green,90595,7,"$56,091"
Mitsubishi,yellow,34996,5,"$98,173"
Chevrolet,teal,97847,5,"$12,827"
Ford,yellow,65708,7,"$19,357"
Aston Martin,black,33602,3,"$30,364"
Porsche,silver,87600,3,"$39,510"
Audi,white,25152,6,"$48,829"
Jeep,green,2910,4,"$4,485"
Ford,maroon,67247,2,"$35,946"
Chevrolet,purple,90766,3,"$20,480"
Oldsmobile,maroon,19063,2,"$91,926"
Lexus,purple,3553,3,"$57,186"
Chevrolet,purple,2846,5,"$12,505"
Honda,teal,25148,3,"$45,640"
GMC,navy,27332,4,"$68,236"
Ford,blue,5596,3,"$60,333"
BMW,black,19489,3,"$52,758"
GMC,green,73494,2,"$14,207"
Cadillac,gray,60666,3,"$80,450"
Nissan,navy,8402,6,"$22,854"
Volkswagen,olive,8032,4,"$88,559"
MINI,gray,8838,3,"$55,195"
Chevrolet,black,28168,6,"$61,808"
Lotus,purple,55967,7,"$92,401"
Nissan,teal,63973,5,"$20,574"
Lamborghini,navy,92698,2,"$44,269"
BMW,navy,94309,4,"$43,920"
Kia,olive,27471,3,"$40,165"
GMC,aqua,50470,3,"$51,283"
Mercury,aqua,27030,5,"$92,773"
Mercury,silver,34936,5,"$10,363"
Cadillac,olive,52545,4,"$99,006"
MAZDA,teal,62359,3,"$45,528"
Volvo,blue,13265,7,"$57,277"
Ford,navy,32061,7,"$93,780"
Audi,black,31643,5,"$40,850"
Lincoln,gray,81653,5,"$53,824"
Ford,yellow,87238,4,"$16,521"
Chevrolet,yellow,6951,5,"$51,667"
Freightliner,silver,88086,3,"$2,806"
Toyota,yellow,16528,3,"$1,701"
Ford,green,88374,2,"$74,215"
Cadillac,navy,15279,4,"$59,355"
Ferrari,silver,73405,4,"$37,575"
Nissan,fuchsia,23956,2,"$51,242"
Audi,gray,36138,4,"$58,042"
Subaru,black,30245,2,"$99,673"
Jeep,lime,50249,6,"$42,716"
FIAT,fuchsia,79658,6,"$87,028"
Hyundai,navy,35215,4,"$26,231"
Dodge,fuchsia,24181,7,"$22,202"
INFINITI,white,6084,2,"$13,051"
Geo,white,60379,7,"$33,480"
Nissan,navy,19535,2,"$8,360"
Cadillac,teal,3018,6,"$85,942"
Mercedes-Benz,silver,99996,2,"$3,919"
Mercedes-Benz,silver,72659,3,"$38,828"
Audi,purple,65742,2,"$51,140"
Buick,purple,54169,4,"$2,631"
Nissan,yellow,45534,3,"$9,746"
Dodge,blue,81386,2,"$66,734"
Acura,fuchsia,93979,4,"$11,087"
Lexus,white,5102,7,"$95,845"
Chevrolet,lime,32772,4,"$90,981"
Toyota,silver,20835,4,"$19,279"
Nissan,lime,67296,3,"$21,723"
Chevrolet,teal,28484,5,"$22,149"
BMW,yellow,49810,5,"$14,324"
Dodge,lime,19773,5,"$48,375"
Buick,purple,44407,2,"$52,121"
Toyota,white,24988,3,"$31,336"
Nissan,aqua,91815,3,"$78,826"
Chevrolet,purple,21799,3,"$40,973"
Suzuki,navy,45814,3,"$26,922"
Nissan,maroon,1716,4,"$96,398"
Chevrolet,olive,36607,6,"$59,397"
MAZDA,maroon,13562,4,"$17,913"
Toyota,olive,15625,2,"$86,122"
Dodge,fuchsia,36298,4,"$46,956"
Acura,lime,17601,5,"$80,079"
GMC,green,68581,7,"$36,880"
Chevrolet,navy,19590,2,"$60,800"
Suzuki,lime,36328,4,"$1,602"
Kia,green,96369,5,"$67,388"
Hyundai,fuchsia,74104,3,"$37,983"
Ford,lime,10665,3,"$75,530"
GMC,lime,99828,6,"$60,228"
Chevrolet,yellow,53757,3,"$11,776"
Chevrolet,teal,70556,5,"$28,749"
Lexus,blue,86158,4,"$75,085"
GMC,olive,24818,7,"$42,866"
Toyota,yellow,30927,7,"$83,937"
Kia,lime,53763,4,"$1,880"
GMC,black,4473,4,"$65,121"
Mercury,green,30467,7,"$61,796"
Honda,lime,22561,4,"$99,966"
Cadillac,green,30539,2,"$67,371"
Mercedes-Benz,maroon,80688,4,"$17,176"
Chevrolet,teal,97938,2,"$43,867"
Audi,navy,11281,6,"$97,673"
Lexus,fuchsia,66259,3,"$38,158"
Acura,aqua,91868,7,"$92,323"
Dodge,black,71864,4,"$62,697"
Porsche,aqua,63331,5,"$20,497"
Dodge,aqua,30594,2,"$66,475"
Dodge,purple,54205,6,"$4,292"
Dodge,yellow,68373,4,"$59,792"
Jaguar,olive,8487,4,"$17,653"
Isuzu,purple,65108,4,"$97,003"
Hyundai,aqua,86233,2,"$33,207"
Lexus,lime,20074,2,"$72,248"
Volvo,teal,80590,3,"$55,261"
Acura,fuchsia,68738,4,"$81,720"
Lexus,aqua,90666,5,"$55,972"
Mercury,blue,74062,7,"$17,369"
GMC,black,27418,6,"$47,898"
Lincoln,green,45177,2,"$42,235"
MAZDA,green,93284,2,"$85,223"
Acura,purple,84000,3,"$18,756"
Ford,yellow,12272,2,"$62,172"
Aston Martin,yellow,90847,6,"$89,889"
Cadillac,teal,48061,6,"$86,276"
Lexus,green,87254,3,"$50,622"
Buick,blue,83910,7,"$28,152"
GMC,teal,66758,3,"$13,324"
Mitsubishi,maroon,75752,2,"$30,440"
Isuzu,navy,58662,3,"$54,840"
Dodge,navy,34052,5,"$1,661"
Nissan,white,18041,7,"$57,995"
Scion,lime,2317,2,"$70,281"
Lexus,black,60392,6,"$26,575"
Dodge,lime,85604,7,"$86,620"
Chrysler,navy,28723,7,"$3,462"
Chevrolet,gray,88689,3,"$26,021"
BMW,white,15143,2,"$37,571"
Toyota,maroon,48638,2,"$49,648"
Bentley,fuchsia,77668,6,"$44,421"
Kia,lime,92505,2,"$4,170"
Toyota,purple,86596,2,"$31,452"
Buick,olive,24144,6,"$38,313"
Nissan,yellow,82070,3,"$68,422"
Chrysler,navy,67351,5,"$21,375"
Aston Martin,yellow,95407,6,"$27,757"
Suzuki,gray,29635,2,"$36,046"
Mercedes-Benz,teal,55570,4,"$26,639"
Chevrolet,black,52132,6,"$23,879"
Ram,green,79368,3,"$35,204"
Ford,maroon,88193,6,"$15,584"
Hyundai,olive,11124,5,"$37,211"
Volkswagen,silver,29482,4,"$74,072"
Jaguar,aqua,14299,7,"$48,293"
GMC,olive,18504,2,"$62,728"
Kia,green,62165,7,"$21,096"
Geo,blue,67898,4,"$20,937"
Audi,aqua,54225,3,"$46,068"
Chevrolet,lime,20221,3,"$58,466"
Chevrolet,silver,10269,2,"$85,093"
Kia,purple,60303,6,"$70,757"
Mitsubishi,maroon,61893,6,"$9,863"
Lexus,navy,58646,2,"$92,451"
Land Rover,blue,1314,3,"$50,700"
Pontiac,silver,36263,5,"$53,070"
Kia,fuchsia,38334,7,"$41,610"
Chevrolet,teal,54010,3,"$61,410"
Audi,aqua,52492,5,"$9,650"
Ram,fuchsia,91286,7,"$44,815"
Kia,silver,68654,4,"$91,253"
GMC,yellow,19707,2,"$77,436"
Toyota,navy,85173,4,"$52,430"
Chevrolet,aqua,94293,3,"$24,392"
Hyundai,silver,49213,2,"$57,072"
Audi,navy,75333,6,"$8,930"
Chevrolet,white,76376,5,"$95,644"
Lexus,teal,40408,6,"$85,135"
BMW,yellow,14053,2,"$63,443"
Mercury,black,29071,3,"$6,413"
Chevrolet,gray,50809,2,"$73,125"
Dodge,blue,91106,3,"$54,746"
Plymouth,aqua,22525,3,"$85,947"
Nissan,maroon,84481,2,"$26,776"
smart,white,78392,4,"$28,104"
Nissan,blue,20611,2,"$83,507"
GMC,blue,67987,3,"$73,698"
Toyota,white,11042,7,"$41,002"
Toyota,black,85007,2,"$76,811"
Lexus,black,71772,2,"$45,731"
Dodge,fuchsia,39912,4,"$84,450"
Mercury,yellow,94830,4,"$72,791"
Suzuki,green,40085,6,"$79,120"
Mercedes-Benz,purple,80363,6,"$26,708"
Ford,teal,50392,4,"$18,501"
Mercury,purple,48757,3,"$36,999"
Toyota,silver,89379,7,"$24,569"
Chevrolet,purple,58571,4,"$72,676"
Pontiac,black,16735,3,"$61,238"
Audi,yellow,76687,4,"$53,645"
Dodge,fuchsia,83496,7,"$55,200"
Mercedes-Benz,fuchsia,72776,3,"$64,387"
GMC,white,75366,6,"$96,609"
BMW,navy,31967,5,"$1,906"
Hyundai,maroon,7835,7,"$12,835"
Freightliner,black,29210,3,"$33,530"
Mercedes-Benz,gray,64121,3,"$51,542"
Chevrolet,blue,96715,2,"$12,987"
Dodge,navy,70997,5,"$55,156"
Toyota,aqua,80710,3,"$20,901"
Ford,purple,21304,7,"$29,438"
Ford,silver,36450,7,"$11,386"
Rolls-Royce,maroon,4675,3,"$46,103"
Lincoln,olive,7932,5,"$4,005"
GMC,aqua,40222,2,"$16,689"
Toyota,lime,94584,5,"$70,179"
Lincoln,purple,60494,4,"$52,972"
Porsche,gray,39455,2,"$55,459"
Honda,green,29540,4,"$99,042"
Ford,black,71000,2,"$17,424"
Chevrolet,navy,64849,3,"$50,598"
Volkswagen,black,67934,4,"$87,728"
Lexus,lime,61101,3,"$23,555"
Cadillac,white,77208,2,"$24,719"
GMC,black,86432,7,"$93,805"
GMC,silver,55151,7,"$22,732"
GMC,silver,49196,4,"$89,322"
Hyundai,green,48011,6,"$49,181"
Lexus,silver,61415,7,"$61,887"
MAZDA,black,42874,6,"$46,704"
Dodge,yellow,94352,6,"$78,546"
Kia,green,19925,2,"$32,288"
Lincoln,blue,86841,5,"$62,448"
GMC,gray,94065,2,"$3,956"
Ford,maroon,27269,3,"$29,573"
Nissan,lime,36920,5,"$11,085"
Dodge,fuchsia,60342,3,"$63,383"
Dodge,silver,34229,4,"$12,018"
Dodge,teal,3175,4,"$38,626"
Honda,gray,23232,7,"$92,462"
Lexus,olive,71688,5,"$26,807"
Jeep,fuchsia,30251,4,"$68,614"
GMC,green,92147,6,"$9,481"
Dodge,aqua,89057,4,"$62,769"
Chevrolet,maroon,89679,4,"$38,814"
Dodge,aqua,33899,5,"$3,814"
Toyota,silver,33025,5,"$72,847"
Hyundai,fuchsia,88343,5,"$82,078"
Toyota,yellow,74842,7,"$75,857"
Cadillac,olive,99848,2,"$2,925"
Buick,aqua,42178,7,"$90,503"
Jaguar,green,55518,6,"$29,130"
Chrysler,olive,54411,4,"$64,421"
Mercedes-Benz,lime,5602,6,"$98,269"
Mercedes-Benz,olive,70222,3,"$42,387"
Audi,gray,24286,2,"$60,556"
Nissan,silver,59943,2,"$12,115"
Mercedes-Benz,maroon,74003,7,"$49,783"
Chevrolet,maroon,69990,5,"$30,304"
Porsche,navy,37787,2,"$69,496"
Volvo,green,81890,3,"$86,084"
Chevrolet,maroon,74425,2,"$80,566"
Pontiac,white,23428,5,"$72,141"
Rolls-Royce,maroon,38736,5,"$50,402"
Mercedes-Benz,maroon,39950,2,"$21,261"
INFINITI,green,77509,4,"$30,454"
Ford,aqua,86057,7,"$10,609"
Jeep,black,41441,3,"$69,061"
Toyota,olive,90366,2,"$68,752"
Subaru,aqua,35795,7,"$59,415"
MAZDA,teal,3421,5,"$3,023"
Nissan,gray,95726,5,"$70,807"
Kia,yellow,9061,3,"$62,748"
Chevrolet,fuchsia,73099,6,"$73,350"
Chevrolet,green,92056,2,"$4,759"
Cadillac,blue,92903,3,"$99,797"
Toyota,navy,80836,4,"$22,348"
Chevrolet,white,86679,6,"$99,553"
Nissan,navy,99679,7,"$96,532"
Oldsmobile,olive,71973,3,"$47,785"
Volkswagen,fuchsia,64875,4,"$33,637"
Bentley,lime,62781,3,"$46,954"
Mercedes-Benz,olive,54300,3,"$38,258"
Pontiac,white,59672,7,"$78,184"
Ford,blue,77464,7,"$68,981"
Honda,teal,57155,4,"$73,882"
INFINITI,white,27972,3,"$70,085"
Nissan,black,4748,7,"$23,519"
Kia,blue,14241,2,"$51,646"
Chevrolet,lime,43595,2,"$59,210"
Ford,fuchsia,74773,7,"$31,516"
Cadillac,green,57908,5,"$6,655"
Porsche,purple,55007,5,"$79,021"
Dodge,green,18119,6,"$62,982"
MAZDA,purple,82380,5,"$32,068"
Chevrolet,lime,48065,7,"$13,097"
Audi,navy,42355,2,"$88,180"
Lexus,olive,77826,7,"$31,850"
Chevrolet,black,3345,2,"$4,453"
Audi,blue,80260,5,"$93,997"
Chevrolet,silver,93479,3,"$29,977"
Cadillac,maroon,91589,7,"$82,772"
Ford,lime,78729,6,"$97,791"
Lexus,yellow,18588,2,"$84,527"
Kia,maroon,15063,5,"$68,441"
MAZDA,blue,95725,6,"$76,015"
GMC,teal,13004,5,"$59,617"
Ford,white,61753,4,"$11,323"
Chevrolet,teal,98043,6,"$57,377"
GMC,olive,29634,6,"$18,579"
Jeep,silver,91990,4,"$42,670"
Isuzu,silver,16021,2,"$13,043"
Ford,purple,40947,3,"$93,353"
Honda,aqua,74150,6,"$70,426"
Kia,lime,69297,6,"$93,816"
Chevrolet,black,26011,2,"$83,597"
Mitsubishi,lime,5905,2,"$41,195"
Kia,black,51221,6,"$3,731"
Ram,navy,53375,4,"$5,715"
Nissan,purple,54386,7,"$69,023"
Lexus,yellow,94536,4,"$34,504"
Acura,olive,81288,3,"$18,597"
Toyota,lime,71767,7,"$46,626"
Mercury,blue,96698,6,"$79,587"
Mercedes-Benz,yellow,74952,3,"$38,071"
BMW,black,12526,4,"$40,192"
Cadillac,green,2916,2,"$84,702"
Mercedes-Benz,olive,82844,5,"$39,810"
Bentley,green,90203,6,"$14,314"
Aston Martin,fuchsia,88507,4,"$18,791"
Jeep,green,77963,4,"$49,775"
Honda,aqua,3783,7,"$57,559"
Maserati,blue,75609,6,"$94,018"
Lincoln,gray,45920,6,"$60,030"
Chevrolet,teal,94380,5,"$24,152"
Pontiac,olive,94981,3,"$83,308"
Acura,navy,32893,6,"$72,213"
Mercedes-Benz,blue,13078,2,"$80,647"
Hyundai,purple,72670,6,"$84,265"
MAZDA,lime,77005,3,"$86,298"
Toyota,white,23387,2,"$25,845"
Nissan,aqua,59322,5,"$62,419"
Dodge,navy,59287,6,"$39,502"
INFINITI,purple,3562,7,"$84,491"
Daewoo,lime,43100,6,"$66,845"
Porsche,yellow,5814,6,"$26,834"
Ford,blue,3949,4,"$16,426"
Mercedes-Benz,silver,2856,2,"$66,512"
Jeep,olive,15644,3,"$88,554"
Chrysler,aqua,8467,2,"$30,809"
Volvo,lime,42031,3,"$12,620"
GMC,aqua,7135,3,"$86,679"
Isuzu,white,81574,7,"$61,827"
Ford,blue,10700,5,"$71,227"
Eagle,green,68188,5,"$32,031"
Land Rover,gray,80949,4,"$33,028"
BMW,silver,95021,3,"$86,164"
Cadillac,white,92586,7,"$20,290"
Chrysler,green,86213,2,"$4,343"
Chevrolet,olive,45136,5,"$92,008"
Daewoo,yellow,37641,5,"$2,315"
Chevrolet,maroon,17187,7,"$31,464"
Suzuki,teal,74924,5,"$7,977"
Volvo,purple,51577,6,"$4,546"
Chevrolet,olive,4141,3,"$72,274"
Lexus,black,80835,7,"$14,017"
Ford,olive,48061,6,"$47,943"
GMC,lime,44614,7,"$26,655"
Mercedes-Benz,olive,42027,7,"$45,626"
Audi,white,7220,3,"$44,770"
Mitsubishi,green,98683,6,"$81,210"
Chevrolet,aqua,55725,5,"$80,344"
Isuzu,aqua,27550,3,"$55,002"
Ford,maroon,23171,3,"$86,690"
BMW,olive,94503,5,"$17,750"
Toyota,fuchsia,54880,2,"$8,567"
MAZDA,navy,23348,3,"$40,035"
MINI,green,81517,6,"$67,642"
Chevrolet,lime,40219,5,"$38,927"
GMC,gray,25987,6,"$49,574"
Volvo,yellow,54753,2,"$71,291"
MAZDA,green,61013,6,"$62,154"
Ford,teal,52169,5,"$81,493"
Audi,olive,69116,4,"$81,395"
Ferrari,silver,65436,4,"$38,578"
Toyota,navy,65144,5,"$60,928"
GMC,silver,21956,7,"$16,888"
Suzuki,olive,52709,7,"$82,939"
Dodge,teal,56351,3,"$90,650"
Chevrolet,fuchsia,30739,4,"$86,422"
GMC,teal,5282,3,"$84,382"
GMC,fuchsia,24982,5,"$21,587"
Nissan,black,58579,4,"$95,439"
Mercury,yellow,72114,5,"$12,988"
Dodge,teal,42180,6,"$1,873"
Maserati,purple,37019,5,"$46,651"
Dodge,silver,85229,2,"$33,762"
GMC,gray,12826,3,"$27,444"
Lincoln,maroon,2755,7,"$86,378"
Volkswagen,lime,2892,5,"$21,151"
Audi,aqua,36702,4,"$29,863"
Dodge,fuchsia,52356,7,"$5,455"
Chevrolet,fuchsia,38717,7,"$68,416"
Nissan,silver,62468,4,"$18,755"
GMC,lime,10267,6,"$98,038"
Chevrolet,green,83185,5,"$3,771"
Lexus,fuchsia,65949,7,"$35,370"
Lincoln,olive,66180,5,"$6,510"
Dodge,white,42291,3,"$61,600"
Mercedes-Benz,lime,55065,3,"$3,241"
Nissan,fuchsia,60995,6,"$34,085"
Ford,blue,25554,2,"$51,208"
Plymouth,teal,79740,3,"$68,354"
Cadillac,fuchsia,59089,2,"$43,781"
Pontiac,teal,33354,2,"$2,527"
Jeep,green,38636,3,"$77,458"
Audi,aqua,95061,4,"$87,991"
Jaguar,teal,33772,2,"$48,665"
Audi,green,79409,4,"$5,089"
GMC,fuchsia,85628,6,"$2,630"
Audi,silver,99902,7,"$56,590"
Mercedes-Benz,olive,14693,4,"$65,357"
Chevrolet,white,62884,6,"$74,031"
BMW,olive,80481,6,"$99,014"
Ford,green,55970,7,"$38,734"
MAZDA,yellow,97862,6,"$4,913"
Mercedes-Benz,blue,49959,6,"$86,455"
INFINITI,gray,54568,6,"$32,320"
Ford,navy,84333,7,"$66,582"
MAZDA,aqua,51037,2,"$85,603"
BMW,green,48400,3,"$90,126"
Lexus,yellow,39400,4,"$57,747"
Chevrolet,yellow,98105,5,"$63,156"
Mercedes-Benz,yellow,58604,3,"$51,442"
Chevrolet,aqua,43888,5,"$43,380"
Chevrolet,white,61198,3,"$9,273"
Lexus,green,71223,5,"$64,986"
Volvo,navy,98715,5,"$26,070"
Dodge,aqua,62483,3,"$8,014"
Buick,maroon,53902,7,"$53,107"
Lexus,blue,55046,5,"$40,929"
GMC,olive,9195,2,"$57,917"
Nissan,green,78410,6,"$76,439"
Acura,maroon,29715,2,"$24,100"
Volkswagen,blue,42154,3,"$26,527"
Toyota,blue,90511,3,"$76,475"
Toyota,green,39117,6,"$10,087"
Mitsubishi,gray,98910,3,"$55,894"
BMW,black,59325,2,"$55,767"
Jaguar,maroon,5082,4,"$34,500"
Cadillac,gray,78690,7,"$78,024"
Land Rover,olive,38702,7,"$62,423"
Nissan,aqua,84731,7,"$65,783"
Lexus,navy,97051,4,"$81,566"
Lincoln,teal,52636,7,"$78,510"
Kia,green,11099,2,"$72,058"
Volvo,green,25162,6,"$60,939"
Mercedes-Benz,fuchsia,86231,5,"$33,633"
MAZDA,aqua,47375,6,"$93,959"
Ford,gray,6711,3,"$10,782"
Lincoln,maroon,96803,2,"$42,010"
Volvo,maroon,20834,7,"$82,478"
MAZDA,silver,5046,3,"$7,611"
Mercury,navy,80310,6,"$6,017"
MINI,black,91331,3,"$77,891"
Maserati,blue,10164,5,"$53,905"
MINI,fuchsia,5533,3,"$43,978"
Subaru,fuchsia,2057,7,"$90,244"
Ford,silver,51913,5,"$63,715"
Chevrolet,olive,24649,2,"$60,014"
Volkswagen,navy,53050,4,"$60,518"
Jeep,aqua,18826,5,"$35,877"
Dodge,lime,96857,7,"$63,997"
Ford,navy,60406,3,"$8,989"
GMC,lime,61691,4,"$40,616"
Volvo,black,55291,2,"$74,312"
Mitsubishi,black,77557,5,"$94,635"
GMC,maroon,15851,3,"$60,561"
Toyota,gray,90738,3,"$63,139"
GMC,aqua,84830,4,"$88,200"
BMW,fuchsia,79408,6,"$81,705"
Honda,maroon,62696,6,"$71,262"
Kia,maroon,87901,4,"$25,717"
Ford,purple,26968,3,"$70,594"
Jeep,maroon,3584,7,"$45,001"
Chevrolet,blue,7556,6,"$28,097"
Toyota,aqua,13410,6,"$29,327"
Cadillac,olive,47432,3,"$82,519"
Volvo,gray,23505,2,"$67,167"
Jeep,navy,76307,5,"$89,927"
GMC,teal,69886,2,"$28,729"
Chevrolet,blue,65239,2,"$12,602"
Mitsubishi,green,95207,4,"$46,096"
Chrysler,yellow,27918,3,"$2,990"
Plymouth,olive,36391,3,"$8,025"
Lotus,maroon,86055,6,"$31,656"
Mitsubishi,yellow,97472,5,"$25,329"
Nissan,fuchsia,77347,5,"$5,249"
Dodge,fuchsia,4592,5,"$61,571"
Chevrolet,olive,33582,4,"$47,979"
